STATE_CODE,STATE_CODE_EXP,SHRP_ID,CONSTRUCTION_DATE,TRAFFIC_OPEN_DATE,YEAR_WIDENED,ORIGINAL_NO_LANES,FINAL_NO_LANES,LANE_ADDED_NO
1,Alabama,0502,1976-06-01,1976-06-01,,,,
1,Alabama,0503,1976-06-01,1976-06-01,,,,
1,Alabama,0504,1976-06-01,1976-06-01,,,,
1,Alabama,0505,1976-06-01,1976-06-01,,,,
1,Alabama,0506,1976-06-01,1976-06-01,,,,
1,Alabama,0507,1976-06-01,1976-06-01,,,,
1,Alabama,0508,1976-06-01,1976-06-01,,,,
1,Alabama,0509,1976-06-01,1976-06-01,,,,
1,Alabama,0563,1976-06-01,1976-06-01,,,,
1,Alabama,0564,1976-06-01,1976-06-01,,,,
1,Alabama,1001,1980-10-01,1980-10-01,,,,
1,Alabama,1011,1985-06-01,1985-06-01,,,,
1,Alabama,1019,1986-10-01,1986-10-01,,,,
1,Alabama,1021,1985-06-01,1985-06-01,,,,
1,Alabama,3028,1971-06-01,1971-06-01,,,,
1,Alabama,3998,1972-10-01,1974-03-01,,,,
1,Alabama,4007,1970-06-01,1970-06-01,,,,
1,Alabama,4073,1988-06-01,1988-06-01,,,,
1,Alabama,4084,1970-06-01,1970-06-01,,,,
1,Alabama,4125,1972-06-01,1972-06-01,,,,
1,Alabama,4126,1988-04-01,1988-04-01,,,,
1,Alabama,4127,1974-08-01,1974-08-01,,,,
1,Alabama,4129,1976-06-01,1976-06-01,,,,
1,Alabama,4155,1975-10-01,1975-10-01,,,,
1,Alabama,5008,1976-09-01,1977-12-01,,,,
1,Alabama,6012,1984-01-01,1984-01-01,,,,
1,Alabama,6019,1981-04-01,1981-04-01,,,,
1,Alabama,A310,1972-06-01,1972-06-01,,,,
1,Alabama,A320,1972-06-01,1972-06-01,,,,
1,Alabama,A330,1972-06-01,1972-06-01,,,,
1,Alabama,A340,1972-06-01,1972-06-01,,,,
1,Alabama,A350,1972-06-01,1972-06-01,,,,
1,Alabama,B310,1986-10-01,1986-10-01,,,,
1,Alabama,B320,1986-10-01,1986-10-01,,,,
1,Alabama,B330,1986-10-01,1986-10-01,,,,
1,Alabama,B340,1986-10-01,1986-10-01,,,,
1,Alabama,B350,1986-10-01,1986-10-01,,,,
1,Alabama,C310,1975-10-01,1975-10-01,,,,
1,Alabama,C320,1975-10-01,1975-10-01,,,,
1,Alabama,C330,1975-10-01,1975-10-01,,,,
1,Alabama,C340,1975-10-01,1975-10-01,,,,
1,Alabama,C350,1975-10-01,1975-10-01,,,,
2,Alaska,1001,1983-07-01,1983-07-01,,,,
2,Alaska,1002,1984-10-01,1984-10-01,1984.0,1.0,1.0,
2,Alaska,1004,1977-08-01,1977-09-01,,,,
2,Alaska,1008,1978-09-01,1978-11-01,,,,
2,Alaska,6010,1969-10-01,1969-10-01,1974.0,1.0,2.0,1.0
2,Alaska,9035,1971-09-01,1971-09-01,,,,
4,Arizona,0113,1993-08-01,1993-08-01,,2.0,,
4,Arizona,0114,1993-08-01,1993-08-01,,2.0,,
4,Arizona,0115,1993-08-01,1993-08-01,,2.0,,
4,Arizona,0116,1993-08-01,1993-08-01,,2.0,,
4,Arizona,0117,1993-08-01,1993-08-01,,2.0,,
4,Arizona,0118,1993-08-01,1993-08-01,,2.0,,
4,Arizona,0119,1993-08-01,1993-08-01,,2.0,,
4,Arizona,0120,1993-08-01,1993-08-01,,2.0,,
4,Arizona,0121,1993-08-01,1993-08-01,,2.0,,
4,Arizona,0122,1993-08-01,1993-08-01,,2.0,,
4,Arizona,0123,1993-08-01,1993-08-01,,2.0,,
4,Arizona,0124,1993-08-01,1993-08-01,,2.0,,
4,Arizona,0160,1993-08-01,1993-08-01,,2.0,,
4,Arizona,0161,1993-08-01,1993-08-01,,2.0,,
4,Arizona,0213,1993-10-01,1993-10-01,,2.0,,
4,Arizona,0214,1993-10-01,1993-10-01,,2.0,,
4,Arizona,0215,1993-10-01,1993-10-01,,2.0,,
4,Arizona,0216,1993-10-01,1993-10-01,,2.0,,
4,Arizona,0217,1993-10-01,1993-10-01,,2.0,,
4,Arizona,0218,1993-10-01,1993-10-01,,2.0,,
4,Arizona,0219,1993-10-01,1993-10-01,,2.0,,
4,Arizona,0220,1993-10-01,1993-10-01,,2.0,,
4,Arizona,0221,1993-10-01,1993-10-01,,2.0,,
4,Arizona,0222,1993-10-01,1993-10-01,,2.0,,
4,Arizona,0223,1993-10-01,1993-10-01,,2.0,,
4,Arizona,0224,1993-10-01,1993-10-01,,2.0,,
4,Arizona,0260,1993-10-01,1993-10-01,,2.0,,
4,Arizona,0261,1993-10-01,1993-10-01,,2.0,,
4,Arizona,0262,1993-10-01,1993-10-01,,2.0,,
4,Arizona,0263,1993-10-01,1993-10-01,,2.0,,
4,Arizona,0264,1993-10-01,1993-10-01,,2.0,,
4,Arizona,0265,1993-10-01,1993-10-01,,2.0,,
4,Arizona,0266,1993-10-01,1993-10-01,,2.0,,
4,Arizona,0267,1993-10-01,1993-10-01,,2.0,,
4,Arizona,0268,1993-10-01,1993-10-01,,2.0,,
4,Arizona,0501,1968-07-01,1968-08-01,,,,
4,Arizona,0502,1968-07-01,1968-08-01,,,,
4,Arizona,0503,1968-07-01,1968-08-01,,,,
4,Arizona,0504,1968-07-01,1968-08-01,,,,
4,Arizona,0505,1968-07-01,1968-08-01,,,,
4,Arizona,0506,1968-07-01,1968-08-01,,,,
4,Arizona,0507,1968-07-01,1968-08-01,,,,
4,Arizona,0508,1968-07-01,1968-08-01,,,,
4,Arizona,0509,1968-07-01,1968-08-01,,,,
4,Arizona,0559,1968-07-01,1968-08-01,,,,
4,Arizona,0560,1968-07-01,1968-08-01,,,,
4,Arizona,0601,1966-09-01,1967-01-01,,,,
4,Arizona,0602,1966-09-01,1967-01-01,,,,
4,Arizona,0603,1966-09-01,1967-01-01,,,,
4,Arizona,0604,1966-09-01,1967-01-01,,,,
4,Arizona,0605,1966-09-01,1967-01-01,,,,
4,Arizona,0606,1966-09-01,1967-01-01,,,,
4,Arizona,0607,1966-09-01,1967-01-01,,,,
4,Arizona,0608,1966-09-01,1967-01-01,,,,
4,Arizona,0659,1966-09-01,1967-01-01,,,,
4,Arizona,0660,1966-09-01,1967-01-01,,,,
4,Arizona,0661,1966-09-01,1967-01-01,,,,
4,Arizona,0662,1966-09-01,1967-01-01,,,,
4,Arizona,0663,1966-09-01,1967-01-01,,,,
4,Arizona,0664,1966-09-01,1967-01-01,,,,
4,Arizona,0665,1966-09-01,1967-01-01,,,,
4,Arizona,0666,1966-09-01,1967-01-01,,,,
4,Arizona,0667,1966-09-01,1967-01-01,,,,
4,Arizona,0668,1966-09-01,1967-01-01,,,,
4,Arizona,0669,1966-09-01,1967-01-01,,,,
4,Arizona,0902,1993-08-01,1993-08-01,,2.0,,
4,Arizona,0903,1993-08-01,1993-08-01,,2.0,,
4,Arizona,1003,1975-03-01,1975-08-01,,,,
4,Arizona,1006,1975-01-01,1976-01-01,,,,
4,Arizona,1007,1978-04-01,1978-09-01,,,,
4,Arizona,1015,1979-02-01,1979-06-01,,,,
4,Arizona,1016,1979-06-01,1979-10-01,,,,
4,Arizona,1017,1976-08-01,1976-08-01,,,,
4,Arizona,1018,1976-08-01,1976-08-01,,,,
4,Arizona,1021,1978-07-01,1978-07-01,,,,
4,Arizona,1022,1977-10-01,1977-10-01,,,,
4,Arizona,1024,1977-07-01,1977-07-01,,,,
4,Arizona,1025,1978-10-01,1978-10-01,,,,
4,Arizona,1034,1975-06-01,1975-07-01,,,,
4,Arizona,1036,1983-06-01,1983-06-01,,,,
4,Arizona,1037,1985-08-01,1985-08-01,,,,
4,Arizona,1062,1977-10-01,1977-10-01,,,,
4,Arizona,1065,1977-10-01,1977-10-01,,,,
4,Arizona,6053,1968-01-01,1968-01-01,,,,
4,Arizona,6054,1969-01-01,1969-01-01,,,,
4,Arizona,6055,1975-01-01,1975-01-01,,,,
4,Arizona,6060,1967-01-01,1967-01-01,,,,
4,Arizona,7079,1989-03-01,1989-08-01,,,,
4,Arizona,7614,1984-05-01,1984-05-01,,,,
4,Arizona,A310,1983-06-01,1983-06-01,,,,
4,Arizona,A320,1983-06-01,1983-06-01,,,,
4,Arizona,A330,1983-06-01,1983-06-01,,,,
4,Arizona,A350,1983-06-01,1983-06-01,,,,
4,Arizona,A390,1983-06-01,1983-06-01,,,,
4,Arizona,A901,1993-08-01,1993-08-01,,2.0,,
4,Arizona,A902,1993-08-01,1993-08-01,,2.0,,
4,Arizona,A903,1993-08-01,1993-08-01,,2.0,,
4,Arizona,B310,1978-07-01,1978-07-01,,,,
4,Arizona,B320,1978-07-01,1978-07-01,,,,
4,Arizona,B330,1978-07-01,1978-07-01,,,,
4,Arizona,B350,1978-07-01,1978-07-01,,,,
4,Arizona,B901,1978-04-01,1978-09-01,,,,
4,Arizona,B902,1978-04-01,1978-09-01,,,,
4,Arizona,B903,1978-04-01,1978-09-01,,,,
4,Arizona,B959,1978-04-01,1978-09-01,,,,
4,Arizona,B960,1978-04-01,1978-09-01,,,,
4,Arizona,B961,1978-04-01,1978-09-01,,,,
4,Arizona,B964,1978-04-01,1978-09-01,,,,
4,Arizona,C310,1976-08-01,1976-08-01,,,,
4,Arizona,C320,1976-08-01,1976-08-01,,,,
4,Arizona,C330,1976-08-01,1976-08-01,,,,
4,Arizona,C340,1976-08-01,1976-08-01,,,,
4,Arizona,C350,1976-08-01,1976-08-01,,,,
4,Arizona,D310,1979-06-01,1979-10-01,,,,
4,Arizona,D320,1979-06-01,1979-10-01,,,,
4,Arizona,D330,1979-06-01,1979-10-01,,,,
4,Arizona,D350,1979-06-01,1979-10-01,,,,
5,Arkansas,2042,1972-12-01,1972-12-01,,,,
5,Arkansas,3011,1983-05-01,1983-05-01,,,,
5,Arkansas,3048,1981-12-01,1981-12-01,,,,
5,Arkansas,3058,1990-02-01,1990-02-01,,,,
5,Arkansas,3059,1978-10-01,1978-10-01,,,,
5,Arkansas,3071,1987-07-01,1987-07-01,,,,
5,Arkansas,3073,1965-01-01,1965-01-01,,,,
5,Arkansas,3074,1966-09-01,1966-09-01,,,,
5,Arkansas,4019,1973-03-01,1973-04-01,,,,
5,Arkansas,4021,1970-10-01,1970-10-01,,,,
5,Arkansas,4023,1975-07-01,1975-07-01,,,,
5,Arkansas,4046,1979-08-01,1979-08-01,,,,
5,Arkansas,5803,1973-05-01,1973-05-01,,,,
5,Arkansas,5805,1975-08-01,1975-08-01,,,,
5,Arkansas,A310,1987-07-01,1987-07-01,,,,
5,Arkansas,A320,1987-07-01,1987-07-01,,,,
5,Arkansas,A350,1987-07-01,1987-07-01,,,,
5,Arkansas,A410,1970-10-01,1970-10-01,,,,
5,Arkansas,A430,1970-10-01,1970-10-01,,,,
5,Arkansas,B410,1973-03-01,1973-04-01,,,,
5,Arkansas,B430,1973-03-01,1973-04-01,,,,
5,Arkansas,C410,1978-10-01,1978-10-01,,,,
5,Arkansas,C430,1978-10-01,1978-10-01,,,,
6,California,0201,2000-09-01,2000-10-01,,2.0,,
6,California,0202,2000-09-01,2000-10-01,,2.0,,
6,California,0203,2000-09-01,2000-10-01,,2.0,,
6,California,0204,2000-09-01,2000-10-01,,2.0,,
6,California,0205,2000-09-01,2000-10-01,,2.0,,
6,California,0206,2000-09-01,2000-10-01,,2.0,,
6,California,0207,2000-09-01,2000-10-01,,2.0,,
6,California,0208,2000-09-01,2000-10-01,,2.0,,
6,California,0209,2000-09-01,2000-10-01,,2.0,,
6,California,0210,2000-09-01,2000-10-01,,2.0,,
6,California,0211,2000-09-01,2000-10-01,,2.0,,
6,California,0212,2000-09-01,2000-10-01,,2.0,,
6,California,0501,1966-06-01,1966-06-01,,,,
6,California,0502,1966-06-01,1966-06-01,,,,
6,California,0503,1966-06-01,1966-06-01,,,,
6,California,0504,1966-06-01,1966-06-01,,,,
6,California,0505,1966-06-01,1966-06-01,,,,
6,California,0506,1966-06-01,1966-06-01,,,,
6,California,0507,1966-06-01,1966-06-01,,,,
6,California,0508,1966-06-01,1966-06-01,,,,
6,California,0509,1966-06-01,1966-06-01,,,,
6,California,0559,1966-06-01,1966-06-01,,,,
6,California,0560,1966-06-01,1966-06-01,,,,
6,California,0561,1966-06-01,1966-06-01,,,,
6,California,0562,1966-06-01,1966-06-01,,,,
6,California,0563,1966-06-01,1966-06-01,,,,
6,California,0564,1966-06-01,1966-06-01,,,,
6,California,0565,1966-06-01,1966-06-01,,,,
6,California,0566,1966-06-01,1966-06-01,,,,
6,California,0567,1966-06-01,1966-06-01,,,,
6,California,0568,1966-06-01,1966-06-01,,,,
6,California,0569,1966-06-01,1966-06-01,,,,
6,California,0570,1966-06-01,1966-06-01,,,,
6,California,0571,1966-06-01,1966-06-01,,,,
6,California,0602,1977-08-01,1977-11-01,,,,
6,California,0603,1977-08-01,1977-11-01,,,,
6,California,0604,1977-08-01,1977-11-01,,,,
6,California,0605,1977-08-01,1977-11-01,,,,
6,California,0606,1977-08-01,1977-11-01,,,,
6,California,0607,1977-08-01,1977-11-01,,,,
6,California,0608,1977-08-01,1977-11-01,,,,
6,California,0659,1977-08-01,1977-11-01,,,,
6,California,0660,1977-08-01,1977-11-01,,,,
6,California,0661,1977-08-01,1977-11-01,,,,
6,California,0662,1977-08-01,1977-11-01,,,,
6,California,0663,1977-08-01,1977-11-01,,,,
6,California,0664,1977-08-01,1977-11-01,,,,
6,California,1253,1970-07-01,1970-07-01,,,,
6,California,2002,1980-12-01,1980-12-01,,,,
6,California,2004,1976-10-01,1976-10-01,,,,
6,California,2038,1972-09-01,1972-09-01,,,,
6,California,2040,1979-10-01,1979-10-01,,,,
6,California,2041,1971-07-01,1971-07-01,,,,
6,California,2051,1981-02-01,1981-02-01,,,,
6,California,2053,1973-06-01,1973-06-01,,,,
6,California,2647,1976-09-01,1976-09-01,,,,
6,California,3005,1973-11-01,1974-08-01,,,,
6,California,3010,1978-04-01,1978-04-01,,,,
6,California,3013,1982-07-01,1982-07-01,,,,
6,California,3017,1978-07-01,1978-07-01,,,,
6,California,3019,1979-12-01,1979-12-01,,,,
6,California,3021,1974-04-01,1974-04-01,,,,
6,California,3024,1980-11-01,1980-11-01,,,,
6,California,3030,1972-10-01,1972-10-01,,,,
6,California,3042,1979-06-01,1979-06-01,,,,
6,California,6044,1947-06-01,1947-06-01,,,,
6,California,7452,1972-06-01,1972-06-01,,,,
6,California,7454,1972-07-01,1972-07-01,,,,
6,California,7455,1971-05-01,1971-12-01,,,,
6,California,7456,1971-07-01,1971-12-01,,,,
6,California,7491,1967-08-01,1967-08-01,,,,
6,California,7493,1983-06-01,1983-06-01,,,,
6,California,8149,1971-08-01,1971-08-01,,,,
6,California,8150,1984-10-01,1984-10-01,,,,
6,California,8151,1973-06-01,1973-06-01,,,,
6,California,8153,1977-08-01,1977-08-01,,,,
6,California,8156,1974-09-01,1974-09-01,,,,
6,California,8201,1971-06-01,1971-06-01,,,,
6,California,8202,1970-07-01,1970-07-01,,,,
6,California,8534,1969-01-01,1970-01-01,,,,
6,California,8535,1967-09-01,1968-05-01,,,,
6,California,9049,1954-06-01,1954-06-01,1968.0,2.0,4.0,1.0
6,California,9107,1964-10-01,1964-10-01,,,,
6,California,A310,1970-07-01,1970-07-01,,,,
6,California,A311,1970-07-01,1970-07-01,,,,
6,California,A320,1970-07-01,1970-07-01,,,,
6,California,A321,1970-07-01,1970-07-01,,,,
6,California,A330,1970-07-01,1970-07-01,,,,
6,California,A340,1970-07-01,1970-07-01,,,,
6,California,A350,1970-07-01,1970-07-01,,,,
6,California,A351,1970-07-01,1970-07-01,,,,
6,California,A352,1970-07-01,1970-07-01,,,,
6,California,A353,1970-07-01,1970-07-01,,,,
6,California,A361,1970-07-01,1970-07-01,,,,
6,California,A362,1970-07-01,1970-07-01,,,,
6,California,A363,1970-07-01,1970-07-01,,,,
6,California,A410,1974-04-01,1974-04-01,,,,
6,California,A411,1974-04-01,1974-04-01,,,,
6,California,A412,1974-04-01,1974-04-01,,,,
6,California,A420,1974-04-01,1974-04-01,,,,
6,California,A421,1974-04-01,1974-04-01,,,,
6,California,A422,1974-04-01,1974-04-01,,,,
6,California,A423,1974-04-01,1974-04-01,,,,
6,California,A430,1974-04-01,1974-04-01,,,,
6,California,A441,1974-04-01,1974-04-01,,,,
6,California,A442,1974-04-01,1974-04-01,,,,
6,California,A443,1974-04-01,1974-04-01,,,,
6,California,B410,1971-05-01,1971-12-01,,,,
6,California,B411,1971-05-01,1971-12-01,,,,
6,California,B412,1971-05-01,1971-12-01,,,,
6,California,B413,1971-05-01,1971-12-01,,,,
6,California,B420,1971-05-01,1971-12-01,,,,
6,California,B421,1971-05-01,1971-12-01,,,,
6,California,B423,1971-05-01,1971-12-01,,,,
6,California,B430,1971-05-01,1971-12-01,,,,
6,California,B441,1971-05-01,1971-12-01,,,,
6,California,B442,1971-05-01,1971-12-01,,,,
6,California,B443,1971-05-01,1971-12-01,,,,
6,California,B451,1971-05-01,1971-12-01,,,,
6,California,B452,1971-05-01,1971-12-01,,,,
6,California,B453,1971-05-01,1971-12-01,,,,
8,Colorado,0213,1993-10-01,1993-11-01,,2.0,,
8,Colorado,0214,1993-10-01,1993-11-01,,2.0,,
8,Colorado,0215,1993-10-01,1993-11-01,,2.0,,
8,Colorado,0216,1993-10-01,1993-11-01,,2.0,,
8,Colorado,0217,1993-10-01,1993-11-01,,2.0,,
8,Colorado,0218,1993-10-01,1993-11-01,,2.0,,
8,Colorado,0219,1993-10-01,1993-11-01,,2.0,,
8,Colorado,0220,1993-10-01,1993-11-01,,2.0,,
8,Colorado,0221,1993-10-01,1993-11-01,,2.0,,
8,Colorado,0222,1993-10-01,1993-11-01,,2.0,,
8,Colorado,0223,1993-10-01,1993-11-01,,2.0,,
8,Colorado,0224,1993-10-01,1993-11-01,,2.0,,
8,Colorado,0501,1974-10-01,1974-10-01,,,,
8,Colorado,0502,1974-10-01,1974-10-01,,,,
8,Colorado,0503,1974-10-01,1974-10-01,,,,
8,Colorado,0504,1974-10-01,1974-10-01,,,,
8,Colorado,0505,1974-10-01,1974-10-01,,,,
8,Colorado,0506,1974-10-01,1974-10-01,,,,
8,Colorado,0507,1974-10-01,1974-10-01,,,,
8,Colorado,0508,1974-10-01,1974-10-01,,,,
8,Colorado,0509,1974-10-01,1974-10-01,,,,
8,Colorado,0559,1974-10-01,1974-10-01,,,,
8,Colorado,0560,1974-10-01,1974-10-01,,,,
8,Colorado,0811,1993-10-01,1994-01-01,,1.0,,
8,Colorado,0812,1993-10-01,1994-01-01,,1.0,,
8,Colorado,1029,1972-06-01,1972-06-01,,,,
8,Colorado,1047,1983-10-01,1983-10-01,,,,
8,Colorado,1053,1984-02-01,1984-11-01,,,,
8,Colorado,1057,1985-05-01,1986-04-01,,,,
8,Colorado,2008,1972-04-01,1972-10-01,,,,
8,Colorado,3032,1977-06-01,1977-06-01,,,,
8,Colorado,6002,1958-01-01,1958-01-01,,,,
8,Colorado,6013,1965-05-01,1965-05-01,,,,
8,Colorado,7035,1965-08-01,1965-08-01,,,,
8,Colorado,7036,1961-06-01,1961-07-01,,,,
8,Colorado,7776,1988-06-01,1988-08-01,,,,
8,Colorado,7780,1973-09-01,1973-09-01,,,,
8,Colorado,7781,1972-04-01,1972-10-01,,,,
8,Colorado,7783,1984-06-01,1984-06-01,,,,
8,Colorado,9019,1966-09-01,1966-09-01,,,,
8,Colorado,9020,1962-10-01,1963-01-01,,,,
8,Colorado,A310,1984-02-01,1984-11-01,,,,
8,Colorado,A320,1984-02-01,1984-11-01,,,,
8,Colorado,A330,1984-02-01,1984-11-01,,,,
8,Colorado,A340,1984-02-01,1984-11-01,,,,
8,Colorado,A350,1984-02-01,1984-11-01,,,,
8,Colorado,A410,1995-08-01,1995-12-01,,,,
8,Colorado,A411,1995-08-01,1995-12-01,,,,
8,Colorado,A412,1995-08-01,1995-12-01,,,,
8,Colorado,A413,1995-08-01,1995-12-01,,,,
8,Colorado,A414,1995-08-01,1995-12-01,,,,
8,Colorado,A415,1995-08-01,1995-12-01,,,,
8,Colorado,A430,1995-08-01,1995-12-01,,,,
8,Colorado,A431,1995-08-01,1995-12-01,,,,
8,Colorado,A441,1995-08-01,1995-12-01,,,,
8,Colorado,A442,1995-08-01,1995-12-01,,,,
8,Colorado,A443,1995-08-01,1995-12-01,,,,
8,Colorado,A444,1995-08-01,1995-12-01,,,,
8,Colorado,A445,1995-08-01,1995-12-01,,,,
8,Colorado,A446,1995-08-01,1995-12-01,,,,
8,Colorado,A451,1995-08-01,1995-12-01,,,,
8,Colorado,A452,1995-08-01,1995-12-01,,,,
8,Colorado,A455,1995-08-01,1995-12-01,,,,
8,Colorado,B310,1972-04-01,1972-10-01,,,,
8,Colorado,B320,1972-04-01,1972-10-01,,,,
8,Colorado,B330,1972-04-01,1972-10-01,,,,
8,Colorado,B350,1972-04-01,1972-10-01,,,,
9,Connecticut,1803,1985-07-01,1985-07-01,,,,
9,Connecticut,4008,1985-07-01,1985-07-01,,,,
9,Connecticut,4020,1964-09-01,1964-10-01,,,,
9,Connecticut,5001,1981-07-01,1981-11-01,,,,
10,Delaware,0101,1995-10-05,1995-12-04,,2.0,,
10,Delaware,0102,1995-10-05,1995-12-04,,2.0,,
10,Delaware,0103,1995-10-05,1995-12-04,,2.0,,
10,Delaware,0104,1995-10-05,1995-12-04,,2.0,,
10,Delaware,0105,1995-10-05,1995-12-04,,2.0,,
10,Delaware,0106,1995-10-05,1995-12-04,,2.0,,
10,Delaware,0107,1995-10-05,1995-12-04,,2.0,,
10,Delaware,0108,1995-10-05,1995-12-04,,2.0,,
10,Delaware,0109,1995-10-05,1995-12-04,,2.0,,
10,Delaware,0110,1995-10-05,1995-12-04,,2.0,,
10,Delaware,0111,1995-10-05,1995-12-04,,2.0,,
10,Delaware,0112,1995-10-05,1995-12-04,,2.0,,
10,Delaware,0159,1995-10-05,1995-12-04,,2.0,,
10,Delaware,0160,1995-10-05,1995-12-04,,2.0,,
10,Delaware,0201,1996-05-01,1996-05-01,,2.0,,
10,Delaware,0202,1996-05-01,1996-05-01,,2.0,,
10,Delaware,0203,1996-05-01,1996-05-01,,2.0,,
10,Delaware,0204,1996-05-01,1996-05-01,,2.0,,
10,Delaware,0205,1996-05-01,1996-05-01,,2.0,,
10,Delaware,0206,1996-05-01,1996-05-01,,2.0,,
10,Delaware,0207,1996-05-01,1996-05-01,,2.0,,
10,Delaware,0208,1996-05-01,1996-05-01,,2.0,,
10,Delaware,0209,1996-05-01,1996-05-01,,2.0,,
10,Delaware,0210,1996-05-01,1996-05-01,,2.0,,
10,Delaware,0211,1996-05-01,1996-05-01,,2.0,,
10,Delaware,0212,1996-05-01,1996-05-01,,2.0,,
10,Delaware,0259,1996-05-01,1996-05-01,,2.0,,
10,Delaware,0260,1996-05-01,1996-05-01,,2.0,,
10,Delaware,1201,1966-06-01,1966-06-01,,,,
10,Delaware,1450,1976-06-01,1976-06-01,,,,
10,Delaware,4002,1977-06-01,1977-06-01,,,,
10,Delaware,5004,1977-06-01,1977-06-01,,,,
10,Delaware,5005,1971-06-01,1971-06-01,,,,
11,District of Columbia,1400,1965-01-01,1965-01-01,,,,
12,Florida,0502,1971-04-01,1971-12-01,,,,
12,Florida,0503,1971-04-01,1971-12-01,,,,
12,Florida,0504,1971-04-01,1971-12-01,,,,
12,Florida,0505,1971-04-01,1971-12-01,,,,
12,Florida,0506,1971-04-01,1971-12-01,,,,
12,Florida,0507,1971-04-01,1971-12-01,,,,
12,Florida,0508,1971-04-01,1971-12-01,,,,
12,Florida,0509,1971-04-01,1971-12-01,,,,
