STATE_CODE,STATE_CODE_EXP,SHRP_ID,CONSTRUCTION_DATE,TRAFFIC_OPEN_DATE,YEAR_WIDENED,ORIGINAL_NO_LANES,FINAL_NO_LANES,LANE_ADDED_NO
37,North Carolina,A960,1998-09-26,1975-01-01,,,,
37,North Carolina,A961,1998-09-26,1975-01-01,,,,
37,North Carolina,A962,1998-09-26,1975-01-01,,,,
37,North Carolina,A963,1998-09-26,1975-01-01,,,,
37,North Carolina,A964,1998-09-26,1975-01-01,,,,
37,North Carolina,A965,1998-09-26,1975-01-01,,,,
38,North Dakota,0213,1994-10-31,1994-11-01,,2.0,,
38,North Dakota,0214,1994-10-31,1994-11-01,,2.0,,
38,North Dakota,0215,1994-10-31,1994-11-01,,2.0,,
38,North Dakota,0216,1994-10-31,1994-11-01,,2.0,,
38,North Dakota,0217,1994-10-31,1994-11-01,,2.0,,
38,North Dakota,0218,1994-10-31,1994-11-01,,2.0,,
38,North Dakota,0219,1994-10-31,1994-11-01,,2.0,,
38,North Dakota,0220,1994-10-31,1994-11-01,,2.0,,
38,North Dakota,0221,1994-10-31,1994-11-01,,2.0,,
38,North Dakota,0222,1994-10-31,1994-11-01,,2.0,,
38,North Dakota,0223,1994-10-31,1994-11-01,,2.0,,
38,North Dakota,0224,1994-10-31,1994-11-01,,2.0,,
38,North Dakota,0259,1994-10-31,1994-11-01,,2.0,,
38,North Dakota,0260,1994-10-31,1994-11-01,,2.0,,
38,North Dakota,0261,1994-10-31,1994-11-01,,2.0,,
38,North Dakota,0262,1994-10-31,1994-11-01,,2.0,,
38,North Dakota,0263,1994-10-31,1994-11-01,,2.0,,
38,North Dakota,0264,1994-10-31,1994-11-01,,2.0,,
38,North Dakota,2001,1978-05-01,1978-07-01,,,,
38,North Dakota,3005,1985-07-01,1985-07-01,,,,
38,North Dakota,3006,1987-10-01,1987-10-01,,,,
38,North Dakota,5002,1973-10-01,1973-11-01,,,,
39,Ohio,0101,1995-11-01,1995-11-01,,2.0,,
39,Ohio,0102,1995-11-01,1995-11-01,,2.0,,
39,Ohio,0103,1995-11-01,1995-11-01,,2.0,,
39,Ohio,0104,1995-11-01,1995-11-01,,2.0,,
39,Ohio,0105,1995-11-01,1995-11-01,,2.0,,
39,Ohio,0106,1995-11-01,1995-11-01,,2.0,,
39,Ohio,0107,1995-11-01,1995-11-01,,2.0,,
39,Ohio,0108,1995-11-01,1995-11-01,,2.0,,
39,Ohio,0109,1995-11-01,1995-11-01,,2.0,,
39,Ohio,0110,1995-11-01,1995-11-01,,2.0,,
39,Ohio,0111,1995-11-01,1995-11-01,,2.0,,
39,Ohio,0112,1995-11-01,1995-11-01,,2.0,,
39,Ohio,0159,1995-11-01,1995-11-01,,2.0,,
39,Ohio,0160,1995-11-01,1995-11-01,,2.0,,
39,Ohio,0201,1996-09-01,1996-10-01,,2.0,,
39,Ohio,0202,1996-09-01,1996-10-01,,2.0,,
39,Ohio,0203,1996-09-01,1996-10-01,,2.0,,
39,Ohio,0204,1996-09-01,1996-10-01,,2.0,,
39,Ohio,0205,1996-09-01,1996-10-01,,2.0,,
39,Ohio,0206,1996-09-01,1996-10-01,,2.0,,
39,Ohio,0207,1996-09-01,1996-10-01,,2.0,,
39,Ohio,0208,1996-09-01,1996-10-01,,2.0,,
39,Ohio,0209,1996-09-01,1996-10-01,,2.0,,
39,Ohio,0210,1996-09-01,1996-10-01,,2.0,,
39,Ohio,0211,1996-09-01,1996-10-01,,2.0,,
39,Ohio,0212,1996-09-01,1996-10-01,,2.0,,
39,Ohio,0259,1996-09-01,1996-10-01,,2.0,,
39,Ohio,0260,1996-09-01,1996-10-01,,2.0,,
39,Ohio,0261,1996-09-01,1996-10-01,,2.0,,
39,Ohio,0262,1996-09-01,1996-10-01,,2.0,,
39,Ohio,0263,1996-09-01,1996-10-01,,2.0,,
39,Ohio,0264,1996-09-01,1996-10-01,,2.0,,
39,Ohio,0265,1996-09-01,1996-10-01,,2.0,,
39,Ohio,0809,1994-11-01,1994-11-01,,1.0,,
39,Ohio,0810,1994-11-01,1994-11-01,,1.0,,
39,Ohio,0901,1995-12-31,1996-01-01,,2.0,,
39,Ohio,0902,1995-12-31,1996-01-01,,2.0,,
39,Ohio,0903,1995-12-31,1996-01-01,,2.0,,
39,Ohio,3013,1970-03-01,1970-07-01,,,,
39,Ohio,3801,1983-06-01,1983-12-01,,,,
39,Ohio,4018,1975-06-01,1975-07-01,,,,
39,Ohio,4031,1969-01-01,1969-05-01,,,,
39,Ohio,5003,1988-06-01,1988-09-01,,,,
39,Ohio,5010,1975-07-01,1975-07-01,,,,
39,Ohio,5569,1971-01-01,1971-10-01,,,,
39,Ohio,7021,1967-03-01,1967-12-01,,,,
39,Ohio,9006,1964-08-01,1964-09-01,,,,
39,Ohio,A410,1975-06-01,1975-07-01,,,,
39,Ohio,A411,1975-06-01,1975-07-01,,,,
39,Ohio,A412,1975-06-01,1975-07-01,,,,
39,Ohio,A430,1975-06-01,1975-07-01,,,,
39,Ohio,A803,1997-10-31,1997-11-01,,1.0,,
39,Ohio,A804,1997-10-31,1997-11-01,,1.0,,
39,Ohio,B410,1983-06-01,1983-12-01,,,,
39,Ohio,B411,1983-06-01,1983-12-01,,,,
39,Ohio,B412,1983-06-01,1983-12-01,,,,
39,Ohio,B430,1983-06-01,1983-12-01,,,,
40,Oklahoma,0601,1962-11-01,1963-01-01,,,,
40,Oklahoma,0602,1962-11-01,1963-01-01,,,,
40,Oklahoma,0603,1962-11-01,1963-01-01,,,,
40,Oklahoma,0604,1962-11-01,1963-01-01,,,,
40,Oklahoma,0605,1962-11-01,1963-01-01,,,,
40,Oklahoma,0606,1962-11-01,1963-01-01,,,,
40,Oklahoma,0607,1962-11-01,1963-01-01,,,,
40,Oklahoma,0608,1962-11-01,1963-01-01,,,,
40,Oklahoma,1015,1978-04-01,1978-04-01,,,,
40,Oklahoma,1017,1981-10-01,1981-10-01,,,,
40,Oklahoma,3018,1976-06-01,1976-06-01,,,,
40,Oklahoma,4086,1970-06-01,1970-06-01,,,,
40,Oklahoma,4087,1986-04-01,1986-07-01,,,,
40,Oklahoma,4088,1975-06-01,1975-06-01,,,,
40,Oklahoma,4154,1989-01-01,1989-03-01,,,,
40,Oklahoma,4157,1986-03-01,1986-03-01,,,,
40,Oklahoma,4158,1989-06-01,1989-06-01,,,,
40,Oklahoma,4160,1979-06-01,1979-06-01,,,,
40,Oklahoma,4161,1984-04-01,1984-04-01,,,,
40,Oklahoma,4162,1985-06-01,1985-06-01,,,,
40,Oklahoma,4163,1987-04-01,1987-04-01,,,,
40,Oklahoma,4164,1978-05-01,1978-05-01,,,,
40,Oklahoma,4165,1984-06-01,1984-06-01,,,,
40,Oklahoma,4166,1990-05-01,1990-06-01,,,,
40,Oklahoma,5021,1987-10-01,1987-10-01,,,,
40,Oklahoma,A320,1986-04-01,1986-07-01,,,,
40,Oklahoma,A330,1986-04-01,1986-07-01,,,,
40,Oklahoma,A340,1986-04-01,1986-07-01,,,,
40,Oklahoma,A350,1986-04-01,1986-07-01,,,,
40,Oklahoma,A410,1979-06-01,1979-06-01,,,,
40,Oklahoma,A420,1979-06-01,1979-06-01,,,,
40,Oklahoma,A430,1979-06-01,1979-06-01,,,,
40,Oklahoma,B310,1978-04-01,1978-04-01,,,,
40,Oklahoma,B320,1978-04-01,1978-04-01,,,,
40,Oklahoma,B330,1978-04-01,1978-04-01,,,,
40,Oklahoma,B350,1978-04-01,1978-04-01,,,,
40,Oklahoma,B360,1978-04-01,1978-04-01,,,,
40,Oklahoma,C310,1975-06-01,1975-06-01,,,,
40,Oklahoma,C320,1975-06-01,1975-06-01,,,,
40,Oklahoma,C330,1975-06-01,1975-06-01,,,,
40,Oklahoma,C350,1975-06-01,1975-06-01,,,,
41,Oregon,2002,1971-06-01,1971-06-01,,,,
41,Oregon,5005,1985-10-01,1985-10-01,,,,
41,Oregon,5006,1973-06-01,1973-06-01,,,,
41,Oregon,5008,1972-06-01,1972-06-01,,,,
41,Oregon,5021,1986-07-01,1986-07-01,,,,
41,Oregon,5022,1984-10-01,1984-10-01,,,,
41,Oregon,6011,1961-06-01,1961-06-01,,,,
41,Oregon,6012,1953-06-01,1953-06-01,,,,
41,Oregon,7018,1948-10-01,1948-10-01,,,,
41,Oregon,7019,1947-06-01,1947-06-01,,,,
41,Oregon,7081,1988-09-01,1988-09-01,,,,
42,Pennsylvania,0601,1968-09-01,1968-09-01,,,,
42,Pennsylvania,0602,1968-09-01,1968-09-01,,,,
42,Pennsylvania,0603,1968-09-01,1968-09-01,,,,
42,Pennsylvania,0604,1968-09-01,1968-09-01,,,,
42,Pennsylvania,0605,1968-09-01,1968-09-01,,,,
42,Pennsylvania,0606,1968-09-01,1968-09-01,,,,
42,Pennsylvania,0607,1968-09-01,1968-09-01,,,,
42,Pennsylvania,0608,1968-09-01,1968-09-01,,,,
42,Pennsylvania,0659,1968-09-01,1968-09-01,,,,
42,Pennsylvania,0660,1968-09-01,1968-09-01,,,,
42,Pennsylvania,0661,1968-09-01,1968-09-01,,,,
42,Pennsylvania,0662,1968-09-01,1968-09-01,,,,
42,Pennsylvania,1597,1980-09-01,1980-09-01,,,,
42,Pennsylvania,1598,1975-01-01,1975-01-01,,,,
42,Pennsylvania,1599,1987-08-01,1987-08-01,,,,
42,Pennsylvania,1605,1971-09-01,1971-09-01,,,,
42,Pennsylvania,1606,1977-09-01,1977-11-01,,,,
42,Pennsylvania,1608,1958-08-01,1958-08-01,1988.0,1.0,1.0,
42,Pennsylvania,1610,1958-08-01,1958-09-01,,,,
42,Pennsylvania,1613,1967-06-01,1967-06-01,,,,
42,Pennsylvania,1614,1956-06-01,1956-06-01,,,,
42,Pennsylvania,1617,1972-06-01,1972-06-01,,,,
42,Pennsylvania,1618,1964-06-01,1964-06-01,,,,
42,Pennsylvania,1623,1983-06-01,1983-06-01,,,,
42,Pennsylvania,1627,1967-05-01,1967-09-01,,,,
42,Pennsylvania,1690,1973-01-01,1973-01-01,,,,
42,Pennsylvania,1691,1951-06-01,1951-06-01,,,,
42,Pennsylvania,3044,1985-09-01,1985-12-01,,,,
42,Pennsylvania,5020,1978-03-01,1979-05-01,,,,
42,Pennsylvania,7025,1965-08-01,1965-09-01,,,,
42,Pennsylvania,7037,1968-07-01,1968-07-01,,,,
42,Pennsylvania,9027,1957-11-01,1958-01-01,,,,
42,Pennsylvania,A310,1971-09-01,1971-09-01,,,,
42,Pennsylvania,A320,1971-09-01,1971-09-01,,,,
42,Pennsylvania,A330,1971-09-01,1971-09-01,,,,
42,Pennsylvania,A340,1971-09-01,1971-09-01,,,,
42,Pennsylvania,A350,1971-09-01,1971-09-01,,,,
42,Pennsylvania,A351,1971-09-01,1971-09-01,,,,
42,Pennsylvania,A410,1973-01-01,1973-01-01,,,,
42,Pennsylvania,A411,1973-01-01,1973-01-01,,,,
42,Pennsylvania,A430,1973-01-01,1973-01-01,,,,
42,Pennsylvania,B310,1980-09-01,1980-09-01,,,,
42,Pennsylvania,B330,1980-09-01,1980-09-01,,,,
42,Pennsylvania,B340,1980-09-01,1980-09-01,,,,
42,Pennsylvania,B350,1980-09-01,1980-09-01,,,,
42,Pennsylvania,B351,1980-09-01,1980-09-01,,,,
42,Pennsylvania,C410,1977-09-01,1977-11-01,,,,
42,Pennsylvania,C411,1977-09-01,1977-11-01,,,,
42,Pennsylvania,C430,1977-09-01,1977-11-01,,,,
45,South Carolina,1008,1970-05-01,1970-05-01,,,,
45,South Carolina,1011,1985-06-01,1986-07-01,,,,
45,South Carolina,1024,1985-08-01,1985-08-01,,,,
45,South Carolina,1025,1980-02-01,1980-02-01,,,,
45,South Carolina,3012,1981-11-01,1982-04-01,,,,
45,South Carolina,5017,1979-02-01,1979-03-01,,,,
45,South Carolina,5034,1975-05-01,1975-06-01,,,,
45,South Carolina,5035,1975-10-01,1975-11-01,,,,
46,South Dakota,0601,1973-04-01,1973-10-01,,,,
46,South Dakota,0602,1973-04-01,1973-10-01,,,,
46,South Dakota,0603,1973-04-01,1973-10-01,,,,
46,South Dakota,0604,1973-04-01,1973-10-01,,,,
46,South Dakota,0605,1973-04-01,1973-10-01,,,,
46,South Dakota,0606,1973-04-01,1973-10-01,,,,
46,South Dakota,0607,1973-04-01,1973-10-01,,,,
46,South Dakota,0608,1973-04-01,1973-10-01,,,,
46,South Dakota,0660,1973-04-01,1973-10-01,,,,
46,South Dakota,0661,1973-04-01,1973-10-01,,,,
46,South Dakota,0662,1973-04-01,1973-10-01,,,,
46,South Dakota,0803,1993-06-01,1993-06-01,,1.0,,
46,South Dakota,0804,1993-06-01,1993-06-01,,1.0,,
46,South Dakota,0859,1993-06-01,1993-06-01,,1.0,,
46,South Dakota,3009,1975-10-01,1975-10-01,,,,
46,South Dakota,3010,1983-09-01,1983-09-01,,,,
46,South Dakota,3012,1981-09-01,1981-09-01,,,,
46,South Dakota,3013,1976-10-01,1976-10-01,,,,
46,South Dakota,3052,1988-07-01,1988-07-01,,,,
46,South Dakota,3053,1985-10-01,1985-10-01,,,,
46,South Dakota,5020,1972-08-01,1972-08-01,,,,
46,South Dakota,5025,1974-11-01,1974-11-01,,,,
46,South Dakota,5040,1963-07-01,1963-07-01,,,,
46,South Dakota,6600,1975-06-01,1975-06-01,,,,
46,South Dakota,7049,1954-12-01,1954-12-01,,,,
46,South Dakota,9106,1959-08-01,1959-09-01,,,,
46,South Dakota,9187,1989-05-01,1989-05-01,,,,
46,South Dakota,9197,1964-09-01,1964-10-01,,,,
46,South Dakota,A410,1975-06-01,1975-06-01,,,,
46,South Dakota,A411,1975-06-01,1975-06-01,,,,
46,South Dakota,A412,1975-06-01,1975-06-01,,,,
46,South Dakota,A420,1975-06-01,1975-06-01,,,,
46,South Dakota,A421,1975-06-01,1975-06-01,,,,
46,South Dakota,A422,1975-06-01,1975-06-01,,,,
46,South Dakota,A423,1975-06-01,1975-06-01,,,,
46,South Dakota,A430,1975-06-01,1975-06-01,,,,
47,Tennessee,1023,1972-06-01,1972-06-01,,,,
47,Tennessee,1028,1983-09-01,1983-09-01,,,,
47,Tennessee,1029,1982-10-01,1982-10-01,,,,
47,Tennessee,2001,1979-07-01,1979-07-01,,,,
47,Tennessee,2008,1973-06-01,1973-06-01,,,,
47,Tennessee,3075,1971-06-01,1971-06-01,,,,
47,Tennessee,3101,1980-01-01,1980-01-01,,,,
47,Tennessee,3104,1986-06-01,1986-06-01,,,,
47,Tennessee,3108,1972-07-01,1972-07-01,,,,
47,Tennessee,3109,1978-11-01,1978-11-01,,,,
47,Tennessee,3110,1981-08-01,1981-08-01,,,,
47,Tennessee,6015,1974-06-01,1974-06-01,,,,
47,Tennessee,6022,1970-06-01,1970-07-01,,,,
47,Tennessee,9024,1977-06-01,1977-06-01,,,,
47,Tennessee,9025,1980-01-01,1980-01-01,,,,
47,Tennessee,A310,1980-01-01,1980-01-01,,,,
47,Tennessee,A320,1980-01-01,1980-01-01,,,,
47,Tennessee,A330,1980-01-01,1980-01-01,,,,
47,Tennessee,A350,1980-01-01,1980-01-01,,,,
47,Tennessee,B310,1971-06-01,1971-06-01,,,,
47,Tennessee,B320,1971-06-01,1971-06-01,,,,
47,Tennessee,B330,1971-06-01,1971-06-01,,,,
47,Tennessee,B350,1971-06-01,1971-06-01,,,,
47,Tennessee,C310,1972-06-01,1972-06-01,,,,
47,Tennessee,C311,1972-06-01,1972-06-01,,,,
47,Tennessee,C320,1972-06-01,1972-06-01,,,,
47,Tennessee,C330,1972-06-01,1972-06-01,,,,
47,Tennessee,C350,1972-06-01,1972-06-01,,,,
48,Texas,0001,1989-03-01,1989-04-01,,,,
48,Texas,1039,1982-06-01,1982-06-01,,,,
48,Texas,1046,1955-09-01,1956-07-01,,,,
48,Texas,1047,1970-09-01,1971-07-01,,,,
48,Texas,1048,1974-11-01,1974-11-01,,,,
48,Texas,1049,1984-06-01,1984-06-01,,,,
48,Texas,1050,1985-07-01,1985-07-01,,,,
48,Texas,1056,1969-06-01,1970-06-01,,,,
48,Texas,1060,1986-03-01,1986-03-01,,,,
48,Texas,1065,1969-12-01,1970-05-01,,,,
48,Texas,1068,1987-03-01,1987-03-01,,,,
48,Texas,1069,1977-06-01,1977-06-01,,,,
48,Texas,1070,1977-07-01,1977-07-01,,,,
48,Texas,1076,1977-11-01,1977-11-01,,,,
48,Texas,1077,1982-01-01,1982-01-01,,,,
48,Texas,1087,1973-12-01,1973-12-01,,,,
48,Texas,1092,1983-09-01,1983-09-01,,,,
48,Texas,1093,1980-04-01,1980-06-01,,,,
48,Texas,1094,1976-08-01,1976-08-01,,,,
48,Texas,1096,1981-04-01,1981-04-01,,,,
48,Texas,1111,1972-09-01,1972-09-01,,,,
48,Texas,1113,1986-01-01,1986-01-01,,,,
48,Texas,1116,1987-07-01,1987-07-01,,,,
48,Texas,1119,1975-05-01,1975-05-01,,,,
48,Texas,1122,1974-02-01,1974-02-01,,,,
48,Texas,1123,1976-01-01,1976-01-01,,,,
48,Texas,1130,1971-10-01,1972-08-01,,,,
48,Texas,1168,1985-09-01,1985-09-01,,,,
48,Texas,1169,1972-08-01,1972-08-01,,,,
48,Texas,1174,1975-05-01,1975-05-01,,,,
48,Texas,1178,1988-07-01,1988-07-01,,,,
48,Texas,1181,1980-02-01,1980-05-01,,,,
48,Texas,1183,1975-02-01,1975-02-01,,,,
48,Texas,2108,1985-08-01,1985-08-01,,,,
48,Texas,2133,1985-10-01,1985-10-01,,,,
48,Texas,2172,1982-08-01,1982-08-01,,,,
48,Texas,2176,1970-07-01,1970-07-01,,,,
48,Texas,3003,1975-08-01,1975-12-01,,,,
48,Texas,3010,1984-09-01,1984-10-01,,,,
48,Texas,3559,1970-06-01,1970-06-01,,,,
48,Texas,3569,1960-06-01,1960-06-01,,,,
48,Texas,3579,1987-11-01,1987-11-01,,,,
48,Texas,3589,1960-09-01,1961-09-01,,,,
48,Texas,3609,1974-06-01,1974-06-01,,,,
48,Texas,3629,1966-02-01,1966-02-01,,,,
48,Texas,3669,1983-05-01,1983-05-01,1983.0,1.0,2.0,1.0
48,Texas,3679,1988-06-01,1988-06-01,,,,
48,Texas,3689,1987-04-01,1987-04-01,1987.0,1.0,2.0,2.0
48,Texas,3699,1973-04-01,1973-04-01,,,,
48,Texas,3719,1964-09-01,1965-01-01,,,,
48,Texas,3729,1983-06-01,1983-06-01,,,,
48,Texas,3739,1982-05-01,1982-05-01,,,,
48,Texas,3749,1981-03-01,1981-03-01,,,,
48,Texas,3769,1976-06-01,1976-06-01,,,,
48,Texas,3779,1978-06-01,1978-06-01,,,,
48,Texas,3835,1991-10-01,1991-10-01,,,,
48,Texas,3855,1979-10-01,1979-10-01,,,,
48,Texas,3865,1969-07-01,1969-07-01,,,,
48,Texas,3875,1985-11-01,1985-11-01,,,,
48,Texas,4142,1976-09-01,1977-05-01,,,,
48,Texas,4143,1970-10-01,1970-12-01,,,,
48,Texas,4146,1981-08-01,1981-10-01,,,,
48,Texas,4152,1981-12-01,1981-12-01,,,,
48,Texas,5024,1981-07-01,1982-01-01,,,,
48,Texas,5026,1985-11-01,1988-06-01,,,,
48,Texas,5035,1979-09-01,1979-09-01,,,,
48,Texas,5154,1971-07-01,1971-08-01,,,,
48,Texas,5274,1973-03-01,1973-03-01,,,,
48,Texas,5278,1975-06-01,1975-06-01,,,,
48,Texas,5283,1987-11-01,1988-04-01,,,,
48,Texas,5284,1987-10-01,1988-03-01,,,,
48,Texas,5287,1973-08-01,1973-08-01,,,,
48,Texas,5301,1982-02-01,1982-02-01,,,,
48,Texas,5310,1987-07-01,1987-07-01,,,,
48,Texas,5317,1982-04-01,1982-04-01,,,,
48,Texas,5323,1980-09-01,1980-10-01,,,,
48,Texas,5328,1975-09-01,1975-09-01,,,,
48,Texas,5334,1970-04-01,1970-04-01,,,,
48,Texas,5335,1980-09-01,1980-10-01,,,,
48,Texas,5336,1986-12-01,1986-12-01,,,,
48,Texas,6079,1972-08-01,1973-05-01,,,,
48,Texas,6086,1971-06-01,1971-06-01,,,,
48,Texas,6160,1962-09-01,1962-09-01,,,,
48,Texas,6179,1965-06-01,1965-06-01,,,,
48,Texas,7165,1962-06-01,1962-06-01,1974.0,3.0,4.0,1.0
48,Texas,9005,1986-07-01,1986-09-01,,,,
48,Texas,9167,1967-07-01,1968-04-01,,,,
48,Texas,9355,1960-11-01,1960-12-01,,,,
48,Texas,A310,1976-08-01,1976-08-01,,,,
48,Texas,A320,1976-08-01,1976-08-01,,,,
48,Texas,A330,1976-08-01,1976-08-01,,,,
48,Texas,A340,1976-08-01,1976-08-01,,,,
48,Texas,A410,1975-08-01,1975-12-01,,,,
48,Texas,A420,1975-08-01,1975-12-01,,,,
48,Texas,A430,1975-08-01,1975-12-01,,,,
48,Texas,A502,1977-06-01,1977-06-01,,,,
48,Texas,A503,1977-06-01,1977-06-01,,,,
48,Texas,A504,1977-06-01,1977-06-01,,,,
48,Texas,A505,1977-06-01,1977-06-01,,,,
48,Texas,A506,1977-06-01,1977-06-01,,,,
48,Texas,A507,1977-06-01,1977-06-01,,,,
48,Texas,A508,1977-06-01,1977-06-01,,,,
48,Texas,A509,1977-06-01,1977-06-01,,,,
48,Texas,B310,1977-06-01,1977-06-01,,,,
48,Texas,B320,1977-06-01,1977-06-01,,,,
48,Texas,B330,1977-06-01,1977-06-01,,,,
48,Texas,B340,1977-06-01,1977-06-01,,,,
48,Texas,B350,1977-06-01,1977-06-01,,,,
48,Texas,B410,1970-10-01,1970-12-01,,,,
48,Texas,B420,1970-10-01,1970-12-01,,,,
48,Texas,B430,1970-10-01,1970-12-01,,,,
48,Texas,C410,1960-09-01,1961-09-01,,,,
48,Texas,C420,1960-09-01,1961-09-01,,,,
48,Texas,C430,1960-09-01,1961-09-01,,,,
48,Texas,D310,1982-08-01,1982-08-01,,,,
48,Texas,D320,1982-08-01,1982-08-01,,,,
48,Texas,D330,1982-08-01,1982-08-01,,,,
48,Texas,D350,1982-08-01,1982-08-01,,,,
48,Texas,D410,1981-12-01,1981-12-01,,,,
48,Texas,D420,1981-12-01,1981-12-01,,,,
48,Texas,D430,1981-12-01,1981-12-01,,,,
48,Texas,E310,1975-02-01,1975-02-01,,,,
48,Texas,E320,1975-02-01,1975-02-01,,,,
48,Texas,E330,1975-02-01,1975-02-01,,,,
48,Texas,E340,1975-02-01,1975-02-01,,,,
48,Texas,E350,1975-02-01,1975-02-01,,,,
48,Texas,E351,1975-02-01,1975-02-01,,,,
48,Texas,E352,1975-02-01,1975-02-01,,,,
48,Texas,E410,1976-09-01,1977-05-01,,,,
48,Texas,E420,1976-09-01,1977-05-01,,,,
48,Texas,E430,1976-09-01,1977-05-01,,,,
48,Texas,F310,1987-11-01,1987-11-01,,,,
48,Texas,F320,1987-11-01,1987-11-01,,,,
48,Texas,F330,1987-11-01,1987-11-01,,,,
48,Texas,F340,1987-11-01,1987-11-01,,,,
48,Texas,F350,1987-11-01,1987-11-01,,,,
48,Texas,G310,1972-08-01,1972-08-01,,,,
48,Texas,G320,1972-08-01,1972-08-01,,,,
48,Texas,G330,1972-08-01,1972-08-01,,,,
48,Texas,G350,1972-08-01,1972-08-01,,,,
48,Texas,H310,1985-07-01,1985-07-01,,,,
48,Texas,H320,1985-07-01,1985-07-01,,,,
48,Texas,H330,1985-07-01,1985-07-01,,,,
48,Texas,H340,1985-07-01,1985-07-01,,,,
48,Texas,H350,1985-07-01,1985-07-01,,,,
48,Texas,H351,1985-07-01,1985-07-01,,,,
48,Texas,I310,1970-06-01,1970-06-01,,,,
48,Texas,I320,1970-06-01,1970-06-01,,,,
48,Texas,I330,1970-06-01,1970-06-01,,,,
48,Texas,I340,1970-06-01,1970-06-01,,,,
48,Texas,I350,1970-06-01,1970-06-01,,,,
48,Texas,J310,1974-02-01,1974-02-01,,,,
48,Texas,J320,1974-02-01,1974-02-01,,,,
48,Texas,J330,1974-02-01,1974-02-01,,,,
48,Texas,J340,1974-02-01,1974-02-01,,,,
48,Texas,J350,1974-02-01,1974-02-01,,,,
48,Texas,J351,1974-02-01,1974-02-01,,,,
48,Texas,K310,1986-07-01,1986-09-01,,,,
48,Texas,K320,1986-07-01,1986-09-01,,,,
48,Texas,K330,1986-07-01,1986-09-01,,,,
48,Texas,K340,1986-07-01,1986-09-01,,,,
48,Texas,K350,1986-07-01,1986-09-01,,,,
48,Texas,K351,1986-07-01,1986-09-01,,,,
48,Texas,L310,1976-06-01,1976-06-01,,,,
48,Texas,L320,1976-06-01,1976-06-01,,,,
48,Texas,L330,1976-06-01,1976-06-01,,,,
48,Texas,L340,1976-06-01,1976-06-01,,,,
48,Texas,L350,1976-06-01,1976-06-01,,,,
