STATE_CODE,STATE_CODE_EXP,SHRP_ID,CONSTRUCTION_DATE,TRAFFIC_OPEN_DATE,YEAR_WIDENED,ORIGINAL_NO_LANES,FINAL_NO_LANES,LANE_ADDED_NO
48,Texas,M310,1981-03-01,1981-03-01,,,,
48,Texas,M320,1981-03-01,1981-03-01,,,,
48,Texas,M330,1981-03-01,1981-03-01,,,,
48,Texas,M340,1981-03-01,1981-03-01,,,,
48,Texas,M350,1981-03-01,1981-03-01,,,,
48,Texas,N310,1982-05-01,1982-05-01,,,,
48,Texas,N320,1982-05-01,1982-05-01,,,,
48,Texas,N330,1982-05-01,1982-05-01,,,,
48,Texas,N340,1982-05-01,1982-05-01,,,,
48,Texas,N350,1982-05-01,1982-05-01,,,,
48,Texas,Q310,1969-07-01,1969-07-01,,,,
48,Texas,Q320,1969-07-01,1969-07-01,,,,
48,Texas,Q330,1969-07-01,1969-07-01,,,,
48,Texas,Q340,1969-07-01,1969-07-01,,,,
48,Texas,Q350,1969-07-01,1969-07-01,,,,
48,Texas,Q353,1969-07-01,1969-07-01,,,,
49,Utah,0803,1997-10-01,1997-10-01,,1.0,,
49,Utah,0804,1997-10-01,1997-10-01,,1.0,,
49,Utah,1001,1980-11-01,1980-11-01,,,,
49,Utah,1004,1971-08-01,1971-08-01,,,,
49,Utah,1005,1970-06-01,1970-06-01,,,,
49,Utah,1006,1971-10-01,1971-10-01,,,,
49,Utah,1007,1979-08-01,1979-08-01,,,,
49,Utah,1008,1976-08-01,1976-08-01,,,,
49,Utah,1017,1966-08-01,1966-09-01,,,,
49,Utah,3010,1978-08-01,1978-10-01,,,,
49,Utah,3011,1986-05-01,1986-05-01,,,,
49,Utah,3015,1985-08-01,1985-09-01,,,,
49,Utah,7082,1990-11-01,1990-11-01,,,,
49,Utah,7083,1989-07-01,1989-09-01,,,,
49,Utah,7085,1991-10-01,1991-10-01,,,,
49,Utah,7086,1991-10-01,1991-11-01,,,,
49,Utah,A310,1971-08-01,1971-08-01,,,,
49,Utah,A320,1971-08-01,1971-08-01,,,,
49,Utah,A330,1971-08-01,1971-08-01,,,,
49,Utah,A332,1971-08-01,1971-08-01,,,,
49,Utah,A350,1971-08-01,1971-08-01,,,,
49,Utah,A351,1971-08-01,1971-08-01,,,,
49,Utah,A352,1971-08-01,1971-08-01,,,,
49,Utah,A361,1971-08-01,1971-08-01,,,,
49,Utah,A390,1971-08-01,1971-08-01,,,,
49,Utah,B310,1966-08-01,1966-09-01,,,,
49,Utah,B320,1966-08-01,1966-09-01,,,,
49,Utah,B330,1966-08-01,1966-09-01,,,,
49,Utah,B331,1966-08-01,1966-09-01,,,,
49,Utah,B350,1966-08-01,1966-09-01,,,,
49,Utah,B351,1966-08-01,1966-09-01,,,,
49,Utah,B352,1966-08-01,1966-09-01,,,,
49,Utah,B361,1966-08-01,1966-09-01,,,,
49,Utah,B390,1966-08-01,1966-09-01,,,,
49,Utah,C310,1971-10-01,1971-10-01,,,,
49,Utah,C320,1971-10-01,1971-10-01,,,,
49,Utah,C330,1971-10-01,1971-10-01,,,,
49,Utah,C331,1971-10-01,1971-10-01,,,,
49,Utah,C350,1971-10-01,1971-10-01,,,,
49,Utah,C351,1971-10-01,1971-10-01,,,,
49,Utah,C352,1971-10-01,1971-10-01,,,,
49,Utah,C361,1971-10-01,1971-10-01,,,,
49,Utah,C410,1990-11-01,1990-11-01,,,,
49,Utah,C430,1990-11-01,1990-11-01,,,,
49,Utah,C431,1990-11-01,1990-11-01,,,,
49,Utah,C440,1990-11-01,1990-11-01,,,,
49,Utah,C441,1990-11-01,1990-11-01,,,,
49,Utah,C443,1990-11-01,1990-11-01,,,,
49,Utah,C444,1990-11-01,1990-11-01,,,,
49,Utah,C445,1990-11-01,1990-11-01,,,,
49,Utah,C446,1990-11-01,1990-11-01,,,,
49,Utah,C447,1990-11-01,1990-11-01,,,,
49,Utah,C448,1990-11-01,1990-11-01,,,,
49,Utah,C449,1990-11-01,1990-11-01,,,,
49,Utah,C450,1990-11-01,1990-11-01,,,,
49,Utah,C451,1990-11-01,1990-11-01,,,,
49,Utah,C452,1990-11-01,1990-11-01,,,,
49,Utah,C453,1990-11-01,1990-11-01,,,,
49,Utah,C454,1990-11-01,1990-11-01,,,,
49,Utah,C455,1990-11-01,1990-11-01,,,,
49,Utah,C456,1990-11-01,1990-11-01,,,,
49,Utah,C457,1990-11-01,1990-11-01,,,,
49,Utah,C458,1990-11-01,1990-11-01,,,,
49,Utah,D410,1991-10-01,1991-11-01,,,,
49,Utah,D430,1991-10-01,1991-11-01,,,,
49,Utah,D431,1991-10-01,1991-11-01,,,,
49,Utah,D440,1991-10-01,1991-11-01,,,,
49,Utah,D441,1991-10-01,1991-11-01,,,,
49,Utah,D443,1991-10-01,1991-11-01,,,,
49,Utah,D444,1991-10-01,1991-11-01,,,,
49,Utah,D445,1991-10-01,1991-11-01,,,,
49,Utah,D446,1991-10-01,1991-11-01,,,,
49,Utah,D448,1991-10-01,1991-11-01,,,,
49,Utah,D449,1991-10-01,1991-11-01,,,,
49,Utah,D450,1991-10-01,1991-11-01,,,,
49,Utah,D451,1991-10-01,1991-11-01,,,,
49,Utah,D452,1991-10-01,1991-11-01,,,,
49,Utah,D454,1991-10-01,1991-11-01,,,,
49,Utah,D455,1991-10-01,1991-11-01,,,,
49,Utah,D459,1991-10-01,1991-11-01,,,,
49,Utah,D460,1991-10-01,1991-11-01,,,,
49,Utah,D461,1991-10-01,1991-11-01,,,,
49,Utah,D462,1991-10-01,1991-11-01,,,,
49,Utah,E410,1991-10-01,1991-10-01,,,,
49,Utah,E430,1991-10-01,1991-10-01,,,,
49,Utah,E431,1991-10-01,1991-10-01,,,,
49,Utah,E440,1991-10-01,1991-10-01,,,,
49,Utah,E441,1991-10-01,1991-10-01,,,,
49,Utah,E443,1991-10-01,1991-10-01,,,,
49,Utah,E444,1991-10-01,1991-10-01,,,,
49,Utah,E445,1991-10-01,1991-10-01,,,,
49,Utah,E446,1991-10-01,1991-10-01,,,,
49,Utah,E448,1991-10-01,1991-10-01,,,,
49,Utah,E449,1991-10-01,1991-10-01,,,,
49,Utah,E450,1991-10-01,1991-10-01,,,,
49,Utah,E451,1991-10-01,1991-10-01,,,,
49,Utah,E452,1991-10-01,1991-10-01,,,,
49,Utah,E454,1991-10-01,1991-10-01,,,,
49,Utah,E455,1991-10-01,1991-10-01,,,,
49,Utah,E456,1991-10-01,1991-10-01,,,,
49,Utah,E458,1991-10-01,1991-10-01,,,,
49,Utah,E459,1991-10-01,1991-10-01,,,,
49,Utah,E460,1991-10-01,1991-10-01,,,,
49,Utah,E461,1991-10-01,1991-10-01,,,,
49,Utah,E462,1991-10-01,1991-10-01,,,,
50,Vermont,1002,1984-08-01,1984-11-01,,,,
50,Vermont,1004,1984-09-01,1984-11-01,,,,
50,Vermont,1681,1963-09-01,1963-11-01,,,,
50,Vermont,1682,1963-09-01,1963-11-01,,,,
50,Vermont,1683,1963-09-01,1963-11-01,,,,
51,Virginia,0113,1995-11-01,1996-07-01,,1.0,,
51,Virginia,0114,1995-11-01,1996-07-01,,1.0,,
51,Virginia,0115,1995-11-01,1996-07-01,,1.0,,
51,Virginia,0116,1995-11-01,1996-07-01,,1.0,,
51,Virginia,0117,1995-11-01,1996-07-01,,1.0,,
51,Virginia,0118,1995-11-01,1996-07-01,,1.0,,
51,Virginia,0119,1995-11-01,1996-07-01,,1.0,,
51,Virginia,0120,1995-11-01,1996-07-01,,1.0,,
51,Virginia,0121,1995-11-01,1996-07-01,,1.0,,
51,Virginia,0122,1995-11-01,1996-07-01,,1.0,,
51,Virginia,0123,1995-11-01,1996-07-01,,1.0,,
51,Virginia,0124,1995-11-01,1996-07-01,,1.0,,
51,Virginia,0159,1995-11-01,1996-07-01,,1.0,,
51,Virginia,1002,1979-10-01,1979-10-01,,,,
51,Virginia,1023,1980-12-01,1980-12-01,,,,
51,Virginia,1417,1981-02-01,1981-02-01,,,,
51,Virginia,1419,1979-08-01,1979-08-01,,,,
51,Virginia,1423,1978-11-01,1978-11-01,,,,
51,Virginia,1464,1979-05-01,1979-05-01,,,,
51,Virginia,2004,1981-12-01,1981-12-01,,,,
51,Virginia,2021,1985-05-01,1985-05-01,,,,
51,Virginia,2564,1969-02-01,1969-02-01,,,,
51,Virginia,5008,1977-08-01,1977-08-01,,,,
51,Virginia,5009,1979-08-01,1980-06-01,,,,
51,Virginia,5010,1988-05-01,1988-10-01,,,,
51,Virginia,A310,1980-12-01,1980-12-01,,,,
51,Virginia,A320,1980-12-01,1980-12-01,,,,
51,Virginia,A321,1980-12-01,1980-12-01,,,,
51,Virginia,A330,1980-12-01,1980-12-01,,,,
51,Virginia,A340,1980-12-01,1980-12-01,,,,
51,Virginia,A350,1980-12-01,1980-12-01,,,,
53,Washington,0201,1995-11-01,1995-11-01,,2.0,,
53,Washington,0202,1995-11-01,1995-11-01,,2.0,,
53,Washington,0203,1995-11-01,1995-11-01,,2.0,,
53,Washington,0204,1995-11-01,1995-11-01,,2.0,,
53,Washington,0205,1995-11-01,1995-11-01,,2.0,,
53,Washington,0206,1995-11-01,1995-11-01,,2.0,,
53,Washington,0207,1995-11-01,1995-11-01,,2.0,,
53,Washington,0208,1995-11-01,1995-11-01,,2.0,,
53,Washington,0209,1995-11-01,1995-11-01,,2.0,,
53,Washington,0210,1995-11-01,1995-11-01,,2.0,,
53,Washington,0211,1995-11-01,1995-11-01,,2.0,,
53,Washington,0212,1995-11-01,1995-11-01,,2.0,,
53,Washington,0259,1995-11-01,1995-11-01,,2.0,,
53,Washington,0801,1995-10-01,1995-11-01,,1.0,,
53,Washington,0802,1995-10-01,1995-11-01,,1.0,,
53,Washington,1002,1984-06-01,1984-06-01,,,,
53,Washington,1005,1973-07-01,1973-08-01,,,,
53,Washington,1006,1983-10-01,1983-10-01,,,,
53,Washington,1007,1983-09-01,1983-10-01,,,,
53,Washington,1008,1978-11-01,1978-11-01,,,,
53,Washington,1501,1982-07-01,1982-07-01,,,,
53,Washington,1801,1973-09-01,1973-10-01,,,,
53,Washington,3011,1977-05-01,1977-06-01,,,,
53,Washington,3013,1970-10-01,1971-02-01,,,,
53,Washington,3014,1986-04-01,1987-04-01,,,,
53,Washington,3019,1986-04-01,1986-08-01,,,,
53,Washington,3812,1964-12-01,1965-03-01,,,,
53,Washington,3813,1966-08-01,1966-09-01,,,,
53,Washington,6020,1964-05-01,1964-06-01,,,,
53,Washington,6048,1965-10-01,1965-10-01,,,,
53,Washington,6049,1965-04-01,1965-05-01,,,,
53,Washington,6056,1969-08-01,1969-08-01,,,,
53,Washington,7322,1973-09-01,1973-09-01,,,,
53,Washington,7409,1981-05-01,1981-05-01,,,,
53,Washington,A310,1978-11-01,1978-11-01,,,,
53,Washington,A320,1978-11-01,1978-11-01,,,,
53,Washington,A330,1978-11-01,1978-11-01,,,,
53,Washington,A350,1978-11-01,1978-11-01,,,,
53,Washington,A809,2000-06-01,2000-06-01,,1.0,,
53,Washington,A810,2000-06-01,2000-06-01,,1.0,,
53,Washington,B310,1982-07-01,1982-07-01,,,,
53,Washington,B320,1982-07-01,1982-07-01,,,,
53,Washington,B330,1982-07-01,1982-07-01,,,,
53,Washington,B350,1982-07-01,1982-07-01,,,,
53,Washington,C310,1973-09-01,1973-10-01,,,,
53,Washington,C320,1973-09-01,1973-10-01,,,,
53,Washington,C330,1973-09-01,1973-10-01,,,,
53,Washington,C350,1973-09-01,1973-10-01,,,,
54,West Virginia,1640,1983-06-01,1983-06-01,,,,
54,West Virginia,4003,1982-10-01,1982-10-01,,,,
54,West Virginia,4004,1981-06-01,1984-06-01,,,,
54,West Virginia,5007,1977-06-01,1977-06-01,,,,
54,West Virginia,7008,1962-06-01,1962-10-01,,,,
55,Wisconsin,0113,1997-10-31,1997-11-01,,2.0,,
55,Wisconsin,0114,1997-10-31,1997-11-01,,2.0,,
55,Wisconsin,0115,1997-10-31,1997-11-01,,2.0,,
55,Wisconsin,0116,1997-10-31,1997-11-01,,2.0,,
55,Wisconsin,0117,1997-10-31,1997-11-01,,2.0,,
55,Wisconsin,0118,1997-10-31,1997-11-01,,2.0,,
55,Wisconsin,0119,1997-10-31,1997-11-01,,2.0,,
55,Wisconsin,0120,1997-10-31,1997-11-01,,2.0,,
55,Wisconsin,0121,1997-10-31,1997-11-01,,2.0,,
55,Wisconsin,0122,1997-10-31,1997-11-01,,2.0,,
55,Wisconsin,0123,1997-10-31,1997-11-01,,2.0,,
55,Wisconsin,0124,1997-10-31,1997-11-01,,2.0,,
55,Wisconsin,0213,1997-10-31,1997-11-01,,2.0,,
55,Wisconsin,0214,1997-10-31,1997-11-01,,2.0,,
55,Wisconsin,0215,1997-10-31,1997-11-01,,2.0,,
55,Wisconsin,0216,1997-10-31,1997-11-01,,2.0,,
55,Wisconsin,0217,1997-10-31,1997-11-01,,2.0,,
55,Wisconsin,0218,1997-10-31,1997-11-01,,2.0,,
55,Wisconsin,0219,1997-10-31,1997-11-01,,2.0,,
55,Wisconsin,0220,1997-10-31,1997-11-01,,2.0,,
55,Wisconsin,0221,1997-10-31,1997-11-01,,2.0,,
55,Wisconsin,0222,1997-10-31,1997-11-01,,2.0,,
55,Wisconsin,0223,1997-10-31,1997-11-01,,2.0,,
55,Wisconsin,0224,1997-10-31,1997-11-01,,2.0,,
55,Wisconsin,0259,1997-10-31,1997-11-01,,2.0,,
55,Wisconsin,0260,1997-10-31,1997-11-01,,2.0,,
55,Wisconsin,0261,1997-10-31,1997-11-01,,2.0,,
55,Wisconsin,0262,1997-10-31,1997-11-01,,2.0,,
55,Wisconsin,0263,1997-10-31,1997-11-01,,2.0,,
55,Wisconsin,0264,1997-10-31,1997-11-01,,2.0,,
55,Wisconsin,0265,1997-10-31,1997-11-01,,2.0,,
55,Wisconsin,0266,1997-10-31,1997-11-01,,2.0,,
55,Wisconsin,0805,1997-11-30,1997-12-01,,1.0,,
55,Wisconsin,0806,1997-11-30,1997-12-01,,1.0,,
55,Wisconsin,0901,1968-07-01,1968-10-01,,,,
55,Wisconsin,0902,1968-07-01,1968-10-01,,,,
55,Wisconsin,0903,1968-07-01,1968-10-01,,,,
55,Wisconsin,0907,1968-07-01,1968-10-01,,,,
55,Wisconsin,0908,1968-07-01,1968-10-01,,,,
55,Wisconsin,0909,1968-07-01,1968-10-01,,,,
55,Wisconsin,3008,1975-12-01,1975-12-01,,,,
55,Wisconsin,3009,1984-10-01,1984-10-01,,,,
55,Wisconsin,3010,1978-10-01,1978-10-01,,,,
55,Wisconsin,3012,1977-10-01,1977-11-01,,,,
55,Wisconsin,3014,1976-10-01,1976-10-01,,,,
55,Wisconsin,3015,1984-09-01,1984-10-01,,,,
55,Wisconsin,3016,1986-06-01,1986-09-01,,,,
55,Wisconsin,3019,1976-05-01,1976-10-01,,,,
55,Wisconsin,5037,1973-09-01,1973-11-01,,,,
55,Wisconsin,5040,1980-11-01,1980-11-01,,,,
55,Wisconsin,6351,1988-09-01,1988-10-01,,,,
55,Wisconsin,6352,1988-09-01,1988-10-01,,,,
55,Wisconsin,6353,1988-09-01,1988-10-01,,,,
55,Wisconsin,6354,1988-09-01,1988-10-01,,,,
55,Wisconsin,6355,1988-09-01,1988-10-01,,,,
55,Wisconsin,A901,1969-08-01,1969-10-01,,,,
55,Wisconsin,A902,1969-08-01,1969-10-01,,,,
55,Wisconsin,A903,1969-08-01,1969-10-01,,,,
55,Wisconsin,A907,1969-08-01,1969-10-01,,,,
55,Wisconsin,A908,1969-08-01,1969-10-01,,,,
55,Wisconsin,A909,1969-08-01,1969-10-01,,,,
55,Wisconsin,B901,1969-08-01,1969-10-01,,,,
55,Wisconsin,B902,1969-08-01,1969-10-01,,,,
55,Wisconsin,B903,1969-08-01,1969-10-01,,,,
55,Wisconsin,B907,1969-08-01,1969-10-01,,,,
55,Wisconsin,B908,1969-08-01,1969-10-01,,,,
55,Wisconsin,B909,1969-08-01,1969-10-01,,,,
55,Wisconsin,C901,1997-10-01,1997-11-01,,2.0,,
55,Wisconsin,C902,1997-10-01,1997-11-01,,2.0,,
55,Wisconsin,C903,1997-10-01,1997-11-01,,2.0,,
55,Wisconsin,C959,1997-10-01,1997-11-01,,2.0,,
55,Wisconsin,C960,1997-10-01,1997-11-01,,2.0,,
56,Wyoming,1007,1980-07-01,1980-07-01,,,,
56,Wyoming,2015,1978-03-01,1978-03-01,,,,
56,Wyoming,2017,1982-08-01,1982-08-01,,,,
56,Wyoming,2018,1983-10-01,1983-10-01,,,,
56,Wyoming,2019,1985-07-01,1985-07-01,,,,
56,Wyoming,2020,1985-07-01,1985-07-01,,,,
56,Wyoming,2037,1985-09-01,1985-09-01,,,,
56,Wyoming,3027,1981-06-01,1981-06-01,,,,
56,Wyoming,6029,1976-07-01,1976-07-01,,,,
56,Wyoming,7772,1986-09-01,1986-09-01,,,,
56,Wyoming,7773,1987-01-01,1987-01-01,,,,
56,Wyoming,7775,1986-10-01,1987-09-01,,,,
56,Wyoming,A310,1980-07-01,1980-07-01,,,,
56,Wyoming,A320,1980-07-01,1980-07-01,,,,
56,Wyoming,A330,1980-07-01,1980-07-01,,,,
56,Wyoming,A350,1980-07-01,1980-07-01,,,,
56,Wyoming,A363,1980-07-01,1980-07-01,,,,
56,Wyoming,B310,1986-10-01,1987-09-01,,,,
56,Wyoming,B320,1986-10-01,1987-09-01,,,,
56,Wyoming,B330,1986-10-01,1987-09-01,,,,
56,Wyoming,B350,1986-10-01,1987-09-01,,,,
56,Wyoming,B360,1986-10-01,1987-09-01,,,,
72,Puerto Rico,1003,1986-03-01,1987-06-01,,,,
72,Puerto Rico,3008,1976-05-01,1977-09-01,,,,
72,Puerto Rico,4121,1986-06-01,1986-06-01,,,,
72,Puerto Rico,4122,1975-02-01,1976-07-01,,,,
81,Alberta,0501,1977-06-01,1977-06-01,,,,
81,Alberta,0502,1977-06-01,1977-06-01,,,,
81,Alberta,0503,1977-06-01,1977-06-01,,,,
81,Alberta,0504,1977-06-01,1977-06-01,,,,
81,Alberta,0505,1977-06-01,1977-06-01,,,,
81,Alberta,0506,1977-06-01,1977-06-01,,,,
81,Alberta,0507,1977-06-01,1977-06-01,,,,
81,Alberta,0508,1977-06-01,1977-06-01,,,,
81,Alberta,0509,1977-06-01,1977-06-01,,,,
81,Alberta,1803,1984-07-01,1984-10-01,,,,
81,Alberta,1804,1982-08-01,1982-09-01,,,,
81,Alberta,1805,1980-06-01,1980-06-01,,,,
81,Alberta,2812,1985-06-01,1985-06-01,,,,
81,Alberta,8529,1971-07-01,1971-07-01,,,,
81,Alberta,A901,1995-11-01,1995-11-01,,2.0,,
81,Alberta,A902,1995-11-01,1995-11-01,,2.0,,
81,Alberta,A903,1995-11-01,1995-11-01,,2.0,,
82,British Columbia,1005,1986-06-01,1986-06-01,,,,
82,British Columbia,6006,1959-06-01,1959-06-01,,,,
82,British Columbia,6007,1976-05-01,1976-05-01,,,,
82,British Columbia,9017,1987-10-01,1987-11-01,,,,
83,Manitoba,0501,1971-09-01,1971-09-01,,,,
83,Manitoba,0502,1971-09-01,1971-09-01,,,,
83,Manitoba,0503,1971-09-01,1971-09-01,,,,
83,Manitoba,0504,1971-09-01,1971-09-01,,,,
83,Manitoba,0505,1971-09-01,1971-09-01,,,,
83,Manitoba,0506,1971-09-01,1971-09-01,,,,
83,Manitoba,0507,1971-09-01,1971-09-01,,,,
83,Manitoba,0508,1971-09-01,1971-09-01,,,,
83,Manitoba,0509,1971-09-01,1971-09-01,,,,
83,Manitoba,1801,1984-01-01,1984-01-01,,,,
83,Manitoba,3802,1985-09-01,1985-10-01,,,,
83,Manitoba,6450,1971-09-01,1971-09-01,,,,
83,Manitoba,6451,1971-09-01,1971-09-01,,,,
83,Manitoba,6452,1961-09-01,1961-09-01,,,,
83,Manitoba,6454,1976-10-01,1977-01-01,,,,
83,Manitoba,A310,1984-01-01,1984-01-01,,,,
83,Manitoba,A320,1984-01-01,1984-01-01,,,,
83,Manitoba,A330,1984-01-01,1984-01-01,,,,
83,Manitoba,A331,1984-01-01,1984-01-01,,,,
83,Manitoba,A340,1984-01-01,1984-01-01,,,,
83,Manitoba,A350,1984-01-01,1984-01-01,,,,
83,Manitoba,A351,1984-01-01,1984-01-01,,,,
84,New Brunswick,1684,1978-09-01,1978-09-01,,,,
84,New Brunswick,1802,1980-10-01,1980-10-01,,,,
84,New Brunswick,3803,1980-06-01,1980-06-01,,,,
84,New Brunswick,6804,1966-01-01,1966-01-01,,,,
85,Newfoundland,1801,1984-09-01,1984-09-01,1984.0,1.0,2.0,1.0
85,Newfoundland,1803,1979-01-01,1979-01-01,1980.0,1.0,2.0,1.0
85,Newfoundland,1808,1983-09-01,1983-09-01,,,,
86,Nova Scotia,6802,1972-06-01,1972-06-01,,,,
87,Ontario,0901,1997-06-01,1997-06-01,,1.0,,
87,Ontario,0902,1997-06-01,1997-06-01,,1.0,,
87,Ontario,0903,1997-06-01,1997-06-01,,1.0,,
87,Ontario,0960,1997-06-01,1997-06-01,,1.0,,
87,Ontario,0961,1997-06-01,1997-06-01,,1.0,,
87,Ontario,0962,1997-06-01,1997-06-01,,1.0,,
87,Ontario,1620,1981-06-01,1981-10-01,,,,
87,Ontario,1622,1976-06-01,1976-06-01,,,,
87,Ontario,1680,1984-06-01,1984-10-01,,,,
87,Ontario,1806,1984-06-01,1985-06-01,,,,
87,Ontario,2811,1977-06-01,1977-10-01,,,,
87,Ontario,2812,1981-06-01,1981-10-01,,,,
87,Ontario,A310,1981-06-01,1981-10-01,,,,
87,Ontario,A311,1981-06-01,1981-10-01,,,,
87,Ontario,A320,1981-06-01,1981-10-01,,,,
87,Ontario,A330,1981-06-01,1981-10-01,,,,
87,Ontario,A340,1981-06-01,1981-10-01,,,,
87,Ontario,A350,1981-06-01,1981-10-01,,,,
87,Ontario,B310,1976-06-01,1976-06-01,,,,
87,Ontario,B311,1976-06-01,1976-06-01,,,,
87,Ontario,B320,1976-06-01,1976-06-01,,,,
87,Ontario,B330,1976-06-01,1976-06-01,,,,
87,Ontario,B340,1976-06-01,1976-06-01,,,,
87,Ontario,B360,1976-06-01,1976-06-01,,,,
87,Ontario,B361,1976-06-01,1976-06-01,,,,
87,Ontario,B362,1976-06-01,1976-06-01,,,,
88,Prince Edward Island,1645,1987-07-01,1987-07-01,,,,
88,Prince Edward Island,1646,1980-06-01,1980-06-01,,,,
88,Prince Edward Island,1647,1986-08-01,1986-10-01,,,,
89,Quebec,0901,1996-12-01,1996-12-01,,2.0,,
89,Quebec,0902,1996-12-01,1996-12-01,,2.0,,
89,Quebec,0903,1996-12-01,1996-12-01,,2.0,,
89,Quebec,1021,1981-06-01,1983-06-01,,,,
89,Quebec,1125,1978-08-01,1978-10-01,,,,
89,Quebec,1127,1978-11-01,1978-11-01,,,,
89,Quebec,2011,1978-06-01,1979-10-01,,,,
89,Quebec,3001,1977-06-01,1978-06-01,,,,
89,Quebec,3002,1979-06-01,1979-06-01,,,,
89,Quebec,3015,1984-09-01,1984-09-01,,,,
89,Quebec,3016,1982-11-01,1984-09-01,,,,
89,Quebec,9018,1975-01-01,1975-01-01,,,,
89,Quebec,A310,1981-06-01,1983-06-01,,,,
89,Quebec,A320,1981-06-01,1983-06-01,,,,
89,Quebec,A330,1981-06-01,1983-06-01,,,,
89,Quebec,A340,1981-06-01,1983-06-01,,,,
89,Quebec,A350,1981-06-01,1983-06-01,,,,
89,Quebec,A901,1996-12-01,1996-12-01,,2.0,,
89,Quebec,A902,1996-12-01,1996-12-01,,2.0,,
89,Quebec,A903,1996-12-01,1996-12-01,,2.0,,
90,Saskatchewan,0901,1996-09-01,1996-10-01,,2.0,,
90,Saskatchewan,0902,1996-09-01,1996-10-01,,2.0,,
90,Saskatchewan,0903,1996-09-01,1996-10-01,,2.0,,
90,Saskatchewan,0959,1996-09-01,1996-10-01,,2.0,,
90,Saskatchewan,0960,1996-09-01,1996-10-01,,2.0,,
90,Saskatchewan,0961,1996-09-01,1996-10-01,,2.0,,
90,Saskatchewan,0962,1996-09-01,1996-10-01,,2.0,,
90,Saskatchewan,6405,1969-10-01,1969-10-01,,,,
90,Saskatchewan,6410,1968-07-01,1968-07-01,,,,
90,Saskatchewan,6412,1968-07-01,1968-07-01,,,,
90,Saskatchewan,B310,1969-10-01,1969-10-01,,,,
90,Saskatchewan,B320,1969-10-01,1969-10-01,,,,
90,Saskatchewan,B330,1969-10-01,1969-10-01,,,,
90,Saskatchewan,B331,1969-10-01,1969-10-01,,,,
90,Saskatchewan,B340,1969-10-01,1969-10-01,,,,
90,Saskatchewan,B350,1969-10-01,1969-10-01,,,,
90,Saskatchewan,B351,1969-10-01,1969-10-01,,,,
